period;cc_id;item_id;amount_plan
2025-05;10;21;630100
2025-05;10;23;644400
2025-05;10;24;651500
2025-05;11;1;123100
2025-05;11;2;124800
2025-05;11;4;128200
2025-05;11;5;130000
2025-05;11;7;133400
2025-05;11;8;135100
2025-05;11;10;138500
2025-05;11;11;140200
2025-05;11;13;143600
2025-05;11;14;145300
2025-05;11;16;148700
2025-05;11;17;150400
2025-05;11;19;646200
2025-05;11;20;653400
2025-05;11;22;667800
2025-05;11;23;674900
2025-05;11;25;689300
2025-05;12;1;131500
2025-05;12;3;135000
2025-05;12;4;136700
2025-05;12;6;140100
2025-05;12;7;141900
2025-05;12;9;145300
2025-05;12;10;147100
2025-05;12;12;150500
2025-05;12;13;152300
2025-05;12;15;155700
2025-05;12;16;157400
2025-05;12;18;160900
2025-05;12;19;683100
2025-05;12;21;697600
2025-05;12;22;704800
2025-05;12;24;719400
2025-05;12;25;726600
2025-05;13;2;142900
2025-05;13;3;144600
2025-05;13;5;148200
2025-05;13;6;149900
2025-05;13;8;153500
2025-05;13;9;155200
2025-05;13;11;158800
2025-05;13;12;160500
2025-05;13;14;164000
2025-05;13;15;165800
2025-05;13;17;169300
2025-05;13;18;171100
2025-05;13;20;733400
2025-05;13;21;740900
2025-05;13;23;755700
2025-05;13;24;763100
2025-05;14;1;151800
2025-05;14;2;153600
2025-05;14;4;157200
2025-05;14;5;159000
2025-05;14;7;162600
2025-05;14;8;164400
2025-05;14;10;168100
2025-05;14;11;169900
2025-05;14;13;173500
2025-05;14;14;175300
2025-05;14;16;178900
2025-05;14;17;180700
2025-05;14;19;774200
2025-05;14;20;781800
2025-05;14;22;797000
2025-05;14;23;804600
2025-05;14;25;819800
2025-05;15;1;163200
2025-05;15;3;166900
2025-05;15;4;168800
2025-05;15;6;172500
2025-05;15;7;174300
2025-05;15;9;178100
2025-05;15;10;179900
2025-05;15;12;183600
2025-05;15;13;185500
2025-05;15;15;189200
2025-05;15;16;191100
2025-05;15;18;194800
2025-05;15;19;825900
2025-05;15;21;841500
2025-05;15;22;849300
2025-05;15;24;864900
2025-05;15;25;872700
2025-06;1;1;67200
2025-06;1;2;69200
2025-06;1;4;73200
2025-06;1;5;75100
2025-06;1;7;79100
2025-06;1;8;81100
2025-06;1;10;85100
2025-06;1;11;87100
2025-06;1;13;91000
2025-06;1;14;93000
2025-06;1;16;97000
2025-06;1;17;99000
2025-06;1;19;432300
2025-06;1;20;440600
2025-06;1;22;457300
2025-06;1;23;465600
2025-06;1;25;482300
2025-06;2;1;74000
2025-06;2;3;77900
2025-06;2;4;79900
2025-06;2;6;83800
2025-06;2;7;85700
2025-06;2;9;89700
2025-06;2;10;91600
2025-06;2;12;95500
2025-06;2;13;97500
2025-06;2;15;101400
2025-06;2;16;103400
2025-06;2;18;107300
2025-06;2;19;458700
2025-06;2;21;475200
2025-06;2;22;483400
2025-06;2;24;499800
2025-06;2;25;508100
2025-06;3;2;82000
2025-06;3;3;83900
2025-06;3;5;87700
2025-06;3;6;89700
2025-06;3;8;93500
2025-06;3;9;95400
2025-06;3;11;99300
2025-06;3;12;101200
2025-06;3;14;105000
2025-06;3;15;106900
2025-06;3;17;110800
2025-06;3;18;112700
2025-06;3;20;489300
2025-06;3;21;497400
2025-06;3;23;513500
2025-06;3;24;521600
2025-06;4;1;85500
2025-06;4;2;87400
2025-06;4;4;91100
2025-06;4;5;93000
2025-06;4;7;96700
2025-06;4;8;98600
2025-06;4;10;102300
2025-06;4;11;104200
2025-06;4;13;108000
2025-06;4;14;109800
2025-06;4;16;113600
2025-06;4;17;115400
2025-06;4;19;500600
2025-06;4;20;508400
2025-06;4;22;524100
2025-06;4;23;532000
2025-06;4;25;547700
2025-06;5;1;90400
2025-06;5;3;94100
2025-06;5;4;95900
2025-06;5;6;99600
2025-06;5;7;101400
2025-06;5;9;105000
2025-06;5;10;106800
2025-06;5;12;110500
2025-06;5;13;112300
2025-06;5;15;116000
2025-06;5;16;117800
2025-06;5;18;121400
2025-06;5;19;517600
2025-06;5;21;532900
2025-06;5;22;540600
2025-06;5;24;555900
2025-06;5;25;563500
2025-06;6;2;96900
2025-06;6;3;98700
2025-06;6;5;102300
2025-06;6;6;104100
2025-06;6;8;107600
2025-06;6;9;109400
2025-06;6;11;112900
2025-06;6;12;114700
2025-06;6;14;118300
2025-06;6;15;120000
2025-06;6;17;123600
2025-06;6;18;125400
2025-06;6;20;541400
2025-06;6;21;548900
2025-06;6;23;563800
2025-06;6;24;571300
2025-06;7;1;100000
2025-06;7;2;101700
2025-06;7;4;105200
2025-06;7;5;107000
2025-06;7;7;110400
2025-06;7;8;112200
2025-06;7;10;115600
2025-06;7;11;117400
2025-06;7;13;120900
2025-06;7;14;122600
2025-06;7;16;126100
2025-06;7;17;127800
2025-06;7;19;551400
2025-06;7;20;558700
2025-06;7;22;573300
2025-06;7;23;580600
2025-06;7;25;595200
2025-06;8;1;105300
2025-06;8;3;108700
2025-06;8;4;110400
2025-06;8;6;113900
2025-06;8;7;115600
2025-06;8;9;119000
2025-06;8;10;120700
2025-06;8;12;124100
2025-06;8;13;125800
2025-06;8;15;129300
2025-06;8;16;131000
2025-06;8;18;134400
2025-06;8;19;571700
2025-06;8;21;586100
2025-06;8;22;593300
2025-06;8;24;607700
2025-06;8;25;614900
2025-06;9;2;113100
2025-06;9;3;114800
2025-06;9;5;118200
2025-06;9;6;119900
2025-06;9;8;123300
2025-06;9;9;125000
2025-06;9;11;128400
2025-06;9;12;130100
2025-06;9;14;133500
2025-06;9;15;135200
2025-06;9;17;138600
2025-06;9;18;140300
2025-06;9;20;603600
2025-06;9;21;610800
2025-06;9;23;625100
2025-06;9;24;632200
2025-06;10;1;118500
2025-06;10;2;120200
2025-06;10;4;123600
2025-06;10;5;125300
2025-06;10;7;128800
2025-06;10;8;130500
2025-06;10;10;133900
2025-06;10;11;135600
2025-06;10;13;139000
2025-06;10;14;140700
2025-06;10;16;144100
2025-06;10;17;145800
2025-06;10;19;626800
2025-06;10;20;634000
2025-06;10;22;648400
2025-06;10;23;655500
2025-06;10;25;669900
2025-06;11;1;126800
2025-06;11;3;130300
2025-06;11;4;132000
2025-06;11;6;135500
2025-06;11;7;137200
2025-06;11;9;140700
2025-06;11;10;142400
2025-06;11;12;145800
2025-06;11;13;147600
2025-06;11;15;151000
2025-06;11;16;152800
2025-06;11;18;156200
2025-06;11;19;663400
2025-06;11;21;677900
2025-06;11;22;685200
2025-06;11;24;699700
2025-06;11;25;707000
2025-06;12;2;138100
2025-06;12;3;139900
2025-06;12;5;143400
2025-06;12;6;145200
2025-06;12;8;148700
2025-06;12;9;150500
2025-06;12;11;154000
2025-06;12;12;155700
2025-06;12;14;159300
2025-06;12;15;161000
2025-06;12;17;164600
2025-06;12;18;166300
2025-06;12;20;713400
2025-06;12;21;720800
2025-06;12;23;735700
2025-06;12;24;743100
2025-06;13;1;146900
2025-06;13;2;148700
2025-06;13;4;152300
2025-06;13;5;154100
2025-06;13;7;157700
2025-06;13;8;159600
2025-06;13;10;163200
2025-06;13;11;165000
2025-06;13;13;168600
2025-06;13;14;170400
2025-06;13;16;174000
2025-06;13;17;175800
2025-06;13;19;753700
2025-06;13;20;761300
2025-06;13;22;776500
2025-06;13;23;784100
2025-06;13;25;799300
2025-06;14;1;158200
2025-06;14;3;161900
2025-06;14;4;163800
2025-06;14;6;167500
2025-06;14;7;169300
2025-06;14;9;173000
2025-06;14;10;174900
2025-06;14;12;178600
2025-06;14;13;180500
2025-06;14;15;184200
2025-06;14;16;186000
2025-06;14;18;189800
2025-06;14;19;804800
2025-06;14;21;820400
2025-06;14;22;828200
2025-06;14;24;843800
2025-06;14;25;851600
2025-06;15;2;171700
2025-06;15;3;173600
2025-06;15;5;177400
2025-06;15;6;179300
2025-06;15;8;183100
2025-06;15;9;185000
2025-06;15;11;188800
2025-06;15;12;190700
2025-06;15;14;194600
2025-06;15;15;196500
2025-06;15;17;200300
2025-06;15;18;202200
2025-06;15;20;865100
2025-06;15;21;873100
2025-06;15;23;889200
2025-06;15;24;897200
2025-07;1;1;68700
2025-07;1;3;72600
2025-07;1;4;74600
2025-07;1;6;78500
2025-07;1;7;80400
2025-07;1;9;84400
2025-07;1;10;86300
2025-07;1;12;90200
2025-07;1;13;92200
2025-07;1;15;96100
2025-07;1;16;98100
2025-07;1;18;102000
2025-07;1;19;436500
2025-07;1;21;453000
2025-07;1;22;461200
2025-07;1;24;477600
2025-07;1;25;485800
2025-07;2;2;76800
2025-07;2;3;78700
2025-07;2;5;82600
2025-07;2;6;84500
2025-07;2;8;88300
2025-07;2;9;90200
2025-07;2;11;94100
2025-07;2;12;96000
2025-07;2;14;99800
2025-07;2;15;101700
2025-07;2;17;105600
2025-07;2;18;107500
2025-07;2;20;467600
2025-07;2;21;475600
2025-07;2;23;491700
2025-07;2;24;499800
2025-07;3;1;80400
2025-07;3;2;82300
2025-07;3;4;86100
2025-07;3;5;87900
2025-07;3;7;91700
2025-07;3;8;93500
2025-07;3;10;97300
2025-07;3;11;99200
2025-07;3;13;102900
2025-07;3;14;104800
2025-07;3;16;108500
2025-07;3;17;110400
2025-07;3;19;479300
2025-07;3;20;487200
2025-07;3;22;502900
2025-07;3;23;510800
2025-07;3;25;526500
2025-07;4;1;85500
2025-07;4;3;89200
2025-07;4;4;91000
2025-07;4;6;94600
2025-07;4;7;96500
2025-07;4;9;100100
2025-07;4;10;101900
2025-07;4;12;105600
2025-07;4;13;107400
2025-07;4;15;111000
2025-07;4;16;112900
2025-07;4;18;116500
2025-07;4;19;496900
2025-07;4;21;512200
2025-07;4;22;519900
2025-07;4;24;535200
2025-07;4;25;542800
2025-07;5;2;92200
2025-07;5;3;93900
2025-07;5;5;97500
2025-07;5;6;99300
2025-07;5;8;102800
2025-07;5;9;104600
2025-07;5;11;108100
2025-07;5;12;109900
2025-07;5;14;113500
2025-07;5;15;115200
2025-07;5;17;118800
2025-07;5;18;120600
2025-07;5;20;521300
2025-07;5;21;528700
2025-07;5;23;543700
2025-07;5;24;551100
2025-07;6;1;95300
2025-07;6;2;97000
2025-07;6;4;100500
2025-07;6;5;102300
2025-07;6;7;105700
2025-07;6;8;107500
2025-07;6;10;110900
2025-07;6;11;112700
2025-07;6;13;116200
2025-07;6;14;117900
2025-07;6;16;121400
2025-07;6;17;123100
2025-07;6;19;531700
2025-07;6;20;539000
2025-07;6;22;553600
2025-07;6;23;560900
2025-07;6;25;575500
2025-07;7;1;100700
2025-07;7;3;104100
2025-07;7;4;105800
2025-07;7;6;109200
2025-07;7;7;110900
2025-07;7;9;114400
2025-07;7;10;116100
2025-07;7;12;119500
2025-07;7;13;121200
2025-07;7;15;124600
2025-07;7;16;126400
2025-07;7;18;129800
2025-07;7;19;552300
2025-07;7;21;566700
2025-07;7;22;573800
2025-07;7;24;588200
2025-07;7;25;595400
2025-07;8;2;108500
2025-07;8;3;110200
2025-07;8;5;113600
2025-07;8;6;115300
2025-07;8;8;118700
2025-07;8;9;120400
2025-07;8;11;123800
2025-07;8;12;125500
2025-07;8;14;128900
2025-07;8;15;130600
2025-07;8;17;134000
2025-07;8;18;135700
2025-07;8;20;584300
2025-07;8;21;591400
2025-07;8;23;605700
2025-07;8;24;612900
2025-07;9;1;113900
2025-07;9;2;115600
2025-07;9;4;119000
2025-07;9;5;120700
2025-07;9;7;124100
2025-07;9;8;125800
2025-07;9;10;129300
2025-07;9;11;131000
2025-07;9;13;134400
2025-07;9;14;136100
2025-07;9;16;139500
2025-07;9;17;141200
2025-07;9;19;607500
2025-07;9;20;614600
2025-07;9;22;629000
2025-07;9;23;636200
2025-07;9;25;650500
2025-07;10;1;122100
2025-07;10;3;125600
2025-07;10;4;127300
2025-07;10;6;130800
2025-07;10;7;132500
2025-07;10;9;136000
2025-07;10;10;137700
2025-07;10;12;141200
2025-07;10;13;142900
2025-07;10;15;146400
2025-07;10;16;148100
2025-07;10;18;151600
2025-07;10;19;643800
2025-07;10;21;658300
2025-07;10;22;665600
2025-07;10;24;680100
2025-07;10;25;687400
2025-07;11;2;133300
2025-07;11;3;135100
2025-07;11;5;138600
2025-07;11;6;140400
2025-07;11;8;143900
2025-07;11;9;145700
2025-07;11;11;149200
2025-07;11;12;151000
2025-07;11;14;154500
2025-07;11;15;156300
2025-07;11;17;159800
2025-07;11;18;161600
2025-07;11;20;693400
2025-07;11;21;700800
2025-07;11;23;715600
2025-07;11;24;723000
2025-07;12;1;142000
2025-07;12;2;143800
2025-07;12;4;147400
2025-07;12;5;149200
2025-07;12;7;152900
2025-07;12;8;154700
2025-07;12;10;158300
2025-07;12;11;160100
2025-07;12;13;163700
2025-07;12;14;165500
2025-07;12;16;169100
2025-07;12;17;170900
2025-07;12;19;733100
2025-07;12;20;740700
2025-07;12;22;755900
2025-07;12;23;763500
2025-07;12;25;778700
2025-07;13;1;153200
2025-07;13;3;156900
2025-07;13;4;158700
2025-07;13;6;162400
2025-07;13;7;164300
2025-07;13;9;168000
2025-07;13;10;169900
2025-07;13;12;173600
2025-07;13;13;175500
2025-07;13;15;179200
2025-07;13;16;181000
2025-07;13;18;184700
2025-07;13;19;783700
2025-07;13;21;799300
2025-07;13;22;807100
2025-07;13;24;822700
2025-07;13;25;830500
2025-07;14;2;166500
2025-07;14;3;168400
2025-07;14;5;172300
2025-07;14;6;174200
2025-07;14;8;178000
2025-07;14;9;179900
2025-07;14;11;183700
2025-07;14;12;185600
2025-07;14;14;189400
2025-07;14;15;191300
2025-07;14;17;195100
2025-07;14;18;197000
2025-07;14;20;843500
2025-07;14;21;851500
2025-07;14;23;867500
2025-07;14;24;875500
2025-07;15;1;175900
2025-07;15;2;177900
2025-07;15;4;181800
2025-07;15;5;183700
2025-07;15;7;187600
2025-07;15;8;189600
2025-07;15;10;193500
2025-07;15;11;195400
2025-07;15;13;199300
2025-07;15;14;201200
2025-07;15;16;205100
2025-07;15;17;207100
2025-07;15;19;886100
2025-07;15;20;894300
2025-07;15;22;910700
2025-07;15;23;918900
2025-07;15;25;935200
2025-08;1;2;71600
2025-08;1;3;73500
2025-08;1;5;77400
2025-08;1;6;79300
2025-08;1;8;83100
2025-08;1;9;85100
2025-08;1;11;88900
2025-08;1;12;90800
2025-08;1;14;94600
2025-08;1;15;96600
2025-08;1;17;100400
2025-08;1;18;102300
2025-08;1;20;445800
2025-08;1;21;453900
2025-08;1;23;470000
2025-08;1;24;478000
2025-08;2;1;75400
2025-08;2;2;77300
2025-08;2;4;81000
2025-08;2;5;82900
2025-08;2;7;86600
2025-08;2;8;88500
2025-08;2;10;92200
2025-08;2;11;94100
2025-08;2;13;97800
2025-08;2;14;99700
2025-08;2;16;103500
2025-08;2;17;105300
2025-08;2;19;458100
2025-08;2;20;465900
2025-08;2;22;481700
2025-08;2;23;489500
2025-08;2;25;505200
2025-08;3;1;80600
2025-08;3;3;84200
2025-08;3;4;86100
2025-08;3;6;89700
2025-08;3;7;91500
2025-08;3;9;95200
2025-08;3;10;97000
2025-08;3;12;100600
2025-08;3;13;102500
2025-08;3;15;106100
2025-08;3;16;107900
2025-08;3;18;111600
2025-08;3;19;476300
2025-08;3;21;491600
2025-08;3;22;499200
2025-08;3;24;514500
2025-08;3;25;522200
2025-08;4;2;87400
2025-08;4;3;89100
2025-08;4;5;92700
2025-08;4;6;94500
2025-08;4;8;98000
2025-08;4;9;99800
2025-08;4;11;103300
2025-08;4;12;105100
2025-08;4;14;108700
2025-08;4;15;110400
2025-08;4;17;114000
2025-08;4;18;115800
2025-08;4;20;501100
2025-08;4;21;508600
2025-08;4;23;523500
2025-08;4;24;531000
2025-08;5;1;90600
2025-08;5;2;92300
2025-08;5;4;95800
2025-08;5;5;97600
2025-08;5;7;101000
2025-08;5;8;102800
2025-08;5;10;106300
2025-08;5;11;108000
2025-08;5;13;111500
2025-08;5;14;113200
2025-08;5;16;116700
2025-08;5;17;118400
2025-08;5;19;512000
2025-08;5;20;519300
2025-08;5;22;533900
2025-08;5;23;541200
2025-08;5;25;555800
2025-08;6;1;96000
2025-08;6;3;99500
2025-08;6;4;101200
2025-08;6;6;104600
2025-08;6;7;106300
2025-08;6;9;109700
2025-08;6;10;111500
2025-08;6;12;114900
2025-08;6;13;116600
2025-08;6;15;120000
2025-08;6;16;121700
2025-08;6;18;125200
2025-08;6;19;532800
2025-08;6;21;547200
2025-08;6;22;554400
2025-08;6;24;568800
2025-08;6;25;576000
2025-08;7;2;103900
2025-08;7;3;105600
2025-08;7;5;109000
2025-08;7;6;110700
2025-08;7;8;114100
2025-08;7;9;115800
2025-08;7;11;119200
2025-08;7;12;120900
2025-08;7;14;124300
2025-08;7;15;126000
2025-08;7;17;129400
2025-08;7;18;131100
2025-08;7;20;565000
2025-08;7;21;572100
2025-08;7;23;586400
2025-08;7;24;593600
2025-08;8;1;109300
2025-08;8;2;111000
2025-08;8;4;114400
2025-08;8;5;116100
2025-08;8;7;119500
2025-08;8;8;121200
2025-08;8;10;124600
2025-08;8;11;126400
2025-08;8;13;129800
2025-08;8;14;131500
2025-08;8;16;134900
2025-08;8;17;136600
2025-08;8;19;588100
2025-08;8;20;595200
2025-08;8;22;609600
2025-08;8;23;616800
2025-08;8;25;631100
2025-08;9;1;117500
2025-08;9;3;120900
2025-08;9;4;122700
2025-08;9;6;126100
2025-08;9;7;127900
2025-08;9;9;131300
2025-08;9;10;133000
2025-08;9;12;136500
2025-08;9;13;138200
2025-08;9;15;141700
2025-08;9;16;143400
2025-08;9;18;146900
2025-08;9;19;624200
2025-08;9;21;638700
2025-08;9;22;645900
2025-08;9;24;660500
2025-08;9;25;667700
2025-08;10;2;128600
2025-08;10;3;130300
2025-08;10;5;133900
2025-08;10;6;135600
2025-08;10;8;139200
2025-08;10;9;140900
2025-08;10;11;144400
2025-08;10;12;146200
2025-08;10;14;149700
2025-08;10;15;151500
2025-08;10;17;155000
2025-08;10;18;156800
2025-08;10;20;673400
2025-08;10;21;680800
2025-08;10;23;695600
2025-08;10;24;703000
2025-08;11;1;137100
2025-08;11;2;138900
2025-08;11;4;142500
2025-08;11;5;144300
2025-08;11;7;148000
2025-08;11;8;149800
2025-08;11;10;153400
2025-08;11;11;155200
2025-08;11;13;158800
2025-08;11;14;160600
2025-08;11;16;164200
2025-08;11;17;166100
2025-08;11;19;712600
2025-08;11;20;720200
2025-08;11;22;735400
2025-08;11;23;743000
2025-08;11;25;758200
2025-08;12;1;148100
2025-08;12;3;151900
2025-08;12;4;153700
2025-08;12;6;157400
2025-08;12;7;159300
2025-08;12;9;163000
2025-08;12;10;164900
2025-08;12;12;168600
2025-08;12;13;170400
2025-08;12;15;174100
2025-08;12;16;176000
2025-08;12;18;179700
2025-08;12;19;762600
2025-08;12;21;778200
2025-08;12;22;786000
2025-08;12;24;801600
2025-08;12;25;809400
2025-08;13;2;161400
2025-08;13;3;163300
2025-08;13;5;167100
2025-08;13;6;169000
2025-08;13;8;172800
2025-08;13;9;174700
2025-08;13;11;178500
2025-08;13;12;180400
2025-08;13;14;184300
2025-08;13;15;186200
2025-08;13;17;190000
2025-08;13;18;191900
2025-08;13;20;821900
2025-08;13;21;829900
2025-08;13;23;845900
2025-08;13;24;853900
2025-08;14;1;170700
2025-08;14;2;172600
2025-08;14;4;176500
2025-08;14;5;178500
2025-08;14;7;182400
2025-08;14;8;184300
2025-08;14;10;188200
2025-08;14;11;190100
2025-08;14;13;194000
2025-08;14;14;196000
2025-08;14;16;199900
2025-08;14;17;201800
2025-08;14;19;864000
2025-08;14;20;872200
2025-08;14;22;888600
2025-08;14;23;896700
2025-08;14;25;913100
2025-08;15;1;181200
2025-08;15;3;185200
2025-08;15;4;187100
2025-08;15;6;191100
2025-08;15;7;193100
2025-08;15;9;197000
2025-08;15;10;199000
2025-08;15;12;203000
2025-08;15;13;205000
2025-08;15;15;208900
2025-08;15;16;210900
2025-08;15;18;214800
2025-08;15;19;910600
2025-08;15;21;927300
2025-08;15;22;935600
2025-08;15;24;952200
2025-08;15;25;960500
2025-09;1;1;70300
2025-09;1;2;72200
2025-09;1;4;75900
2025-09;1;5;77800
2025-09;1;7;81600
2025-09;1;8;83400
2025-09;1;10;87200
2025-09;1;11;89000
2025-09;1;13;92800
2025-09;1;14;94700
2025-09;1;16;98400
2025-09;1;17;100300
2025-09;1;19;436800
2025-09;1;20;444700
2025-09;1;22;460400
2025-09;1;23;468300
2025-09;1;25;484000
2025-09;2;1;75700
2025-09;2;3;79300
2025-09;2;4;81100
2025-09;2;6;84800
2025-09;2;7;86600
2025-09;2;9;90300
2025-09;2;10;92100
2025-09;2;12;95700
2025-09;2;13;97500
2025-09;2;15;101200
2025-09;2;16;103000
2025-09;2;18;106600
2025-09;2;19;455600
2025-09;2;21;470900
2025-09;2;22;478500
2025-09;2;24;493800
2025-09;2;25;501500
2025-09;3;2;82600
2025-09;3;3;84300
2025-09;3;5;87900
2025-09;3;6;89700
2025-09;3;8;93200
2025-09;3;9;95000
2025-09;3;11;98500
2025-09;3;12;100300
2025-09;3;14;103900
2025-09;3;15;105600
2025-09;3;17;109200
2025-09;3;18;111000
2025-09;3;20;481000
2025-09;3;21;488400
2025-09;3;23;503300
2025-09;3;24;510800
2025-09;4;1;85900
2025-09;4;2;87700
2025-09;4;4;91100
2025-09;4;5;92900
2025-09;4;7;96300
2025-09;4;8;98100
2025-09;4;10;101600
2025-09;4;11;103300
2025-09;4;13;106800
2025-09;4;14;108500
2025-09;4;16;112000
2025-09;4;17;113700
2025-09;4;19;492200
2025-09;4;20;499500
2025-09;4;22;514100
2025-09;4;23;521400
2025-09;4;25;536000
2025-09;5;1;91400
2025-09;5;3;94800
2025-09;5;4;96500
2025-09;5;6;100000
2025-09;5;7;101700
2025-09;5;9;105100
2025-09;5;10;106800
2025-09;5;12;110200
2025-09;5;13;112000
2025-09;5;15;115400
2025-09;5;16;117100
2025-09;5;18;120500
2025-09;5;19;513400
2025-09;5;21;527800
2025-09;5;22;535000
2025-09;5;24;549400
2025-09;5;25;556500
2025-09;6;2;99300
2025-09;6;3;101000
2025-09;6;5;104400
2025-09;6;6;106100
2025-09;6;8;109500
2025-09;6;9;111200
2025-09;6;11;114600
2025-09;6;12;116300
2025-09;6;14;119700
2025-09;6;15;121400
2025-09;6;17;124800
2025-09;6;18;126500
2025-09;6;20;545600
2025-09;6;21;552800
2025-09;6;23;567100
2025-09;6;24;574200
2025-09;7;1;104700
2025-09;7;2;106400
2025-09;7;4;109800
2025-09;7;5;111500
2025-09;7;7;114900
2025-09;7;8;116600
2025-09;7;10;120000
2025-09;7;11;121700
2025-09;7;13;125200
2025-09;7;14;126900
2025-09;7;16;130300
2025-09;7;17;132000
2025-09;7;19;568700
2025-09;7;20;575900
2025-09;7;22;590200
2025-09;7;23;597400
2025-09;7;25;611700
2025-09;8;1;112800
2025-09;8;3;116300
2025-09;8;4;118000
2025-09;8;6;121400
2025-09;8;7;123200
2025-09;8;9;126600
2025-09;8;10;128400
2025-09;8;12;131800
2025-09;8;13;133600
2025-09;8;15;137000
2025-09;8;16;138700
2025-09;8;18;142200
2025-09;8;19;604500
2025-09;8;21;619000
2025-09;8;22;626300
2025-09;8;24;640800
2025-09;8;25;648100
2025-09;9;2;123800
2025-09;9;3;125600
2025-09;9;5;129100
2025-09;9;6;130900
2025-09;9;8;134400
2025-09;9;9;136100
2025-09;9;11;139700
2025-09;9;12;141400
2025-09;9;14;145000
2025-09;9;15;146700
2025-09;9;17;150300
2025-09;9;18;152000
2025-09;9;20;653300
2025-09;9;21;660700
2025-09;9;23;675600
2025-09;9;24;683000
2025-09;10;1;132200
2025-09;10;2;134000
2025-09;10;4;137700
2025-09;10;5;139500
2025-09;10;7;143100
2025-09;10;8;144900
2025-09;10;10;148500
2025-09;10;11;150300
2025-09;10;13;153900
2025-09;10;14;155700
2025-09;10;16;159400
2025-09;10;17;161200
2025-09;10;19;692100
2025-09;10;20;699700
2025-09;10;22;714900
2025-09;10;23;722500
2025-09;10;25;737700
2025-09;11;1;143100
2025-09;11;3;146800
2025-09;11;4;148700
2025-09;11;6;152400
2025-09;11;7;154300
2025-09;11;9;158000
2025-09;11;10;159800
2025-09;11;12;163600
2025-09;11;13;165400
2025-09;11;15;169100
2025-09;11;16;171000
2025-09;11;18;174700
2025-09;11;19;741500
2025-09;11;21;757100
2025-09;11;22;764900
2025-09;11;24;780500
2025-09;11;25;788300
2025-09;12;2;156200
2025-09;12;3;158100
2025-09;12;5;162000
2025-09;12;6;163900
2025-09;12;8;167700
2025-09;12;9;169600
2025-09;12;11;173400
2025-09;12;12;175300
2025-09;12;14;179100
2025-09;12;15;181000
2025-09;12;17;184800
2025-09;12;18;186700
2025-09;12;20;800300
2025-09;12;21;808300
2025-09;12;23;824300
2025-09;12;24;832300
2025-09;13;1;165400
2025-09;13;2;167400
2025-09;13;4;171300
2025-09;13;5;173200
2025-09;13;7;177100
2025-09;13;8;179000
2025-09;13;10;182900
2025-09;13;11;184900
2025-09;13;13;188800
2025-09;13;14;190700
2025-09;13;16;194600
2025-09;13;17;196600
2025-09;13;19;841900
2025-09;13;20;850100
2025-09;13;22;866500
2025-09;13;23;874600
2025-09;13;25;891000
2025-09;14;1;175900
2025-09;14;3;179800
2025-09;14;4;181800
2025-09;14;6;185800
2025-09;14;7;187700
2025-09;14;9;191700
2025-09;14;10;193700
2025-09;14;12;197600
2025-09;14;13;199600
2025-09;14;15;203600
2025-09;14;16;205500
2025-09;14;18;209500
2025-09;14;19;888200
2025-09;14;21;904800
2025-09;14;22;913100
2025-09;14;24;929700
2025-09;14;25;938000
2025-09;15;2;187200
2025-09;15;3;189200
2025-09;15;5;193200
2025-09;15;6;195200
2025-09;15;8;199200
2025-09;15;9;201200
2025-09;15;11;205200
2025-09;15;12;207200
2025-09;15;14;211200
2025-09;15;15;213200
2025-09;15;17;217200
2025-09;15;18;219200
2025-09;15;20;937300
2025-09;15;21;945700
2025-09;15;23;962400
2025-09;15;24;970800
2025-10;1;1;70800
2025-10;1;3;74400
2025-10;1;4;76200
2025-10;1;6;79900
2025-10;1;7;81700
2025-10;1;9;85300
2025-10;1;10;87200
2025-10;1;12;90800
2025-10;1;13;92600
2025-10;1;15;96300
2025-10;1;16;98100
2025-10;1;18;101700
2025-10;1;19;434900
2025-10;1;21;450200
2025-10;1;22;457900
2025-10;1;24;473200
2025-10;1;25;480800
2025-10;2;2;77800
2025-10;2;3;79500
2025-10;2;5;83100
2025-10;2;6;84900
2025-10;2;8;88400
2025-10;2;9;90200
2025-10;2;11;93700
2025-10;2;12;95500
2025-10;2;14;99100
2025-10;2;15;100800
2025-10;2;17;104400
2025-10;2;18;106200
2025-10;2;20;460800
2025-10;2;21;468300
2025-10;2;23;483200
2025-10;2;24;490600
2025-10;3;1;81200
2025-10;3;2;83000
2025-10;3;4;86400
2025-10;3;5;88200
2025-10;3;7;91600
2025-10;3;8;93400
2025-10;3;10;96900
2025-10;3;11;98600
2025-10;3;13;102100
2025-10;3;14;103800
2025-10;3;16;107300
2025-10;3;17;109000
2025-10;3;19;472500
2025-10;3;20;479800
2025-10;3;22;494400
2025-10;3;23;501700
2025-10;3;25;516300
2025-10;4;1;86800
2025-10;4;3;90200
2025-10;4;4;91900
2025-10;4;6;95300
2025-10;4;7;97100
2025-10;4;9;100500
2025-10;4;10;102200
2025-10;4;12;105600
2025-10;4;13;107300
2025-10;4;15;110800
2025-10;4;16;112500
2025-10;4;18;115900
2025-10;4;19;494000
2025-10;4;21;508300
2025-10;4;22;515500
2025-10;4;24;529900
2025-10;4;25;537100
2025-10;5;2;94700
2025-10;5;3;96400
2025-10;5;5;99800
2025-10;5;6;101500
2025-10;5;8;104900
2025-10;5;9;106600
2025-10;5;11;110000
2025-10;5;12;111700
2025-10;5;14;115100
2025-10;5;15;116800
2025-10;5;17;120200
