period;cc_id;item_id;amount_fact
2025-06;1;20;409800
2025-06;1;22;455000
2025-06;1;23;474900
2025-06;1;25;540200
2025-06;2;1;63600
2025-06;2;3;72400
2025-06;2;4;77500
2025-06;2;6;85500
2025-06;2;7;89600
2025-06;2;9;106700
2025-06;2;10;115400
2025-06;2;13;90700
2025-06;2;15;100900
2025-06;2;16;105500
2025-06;2;18;120200
2025-06;2;19;545900
2025-06;2;21;408700
2025-06;2;22;432600
2025-06;2;24;484800
2025-06;2;25;505600
2025-06;3;2;97600
2025-06;3;3;105700
2025-06;3;5;78500
2025-06;3;6;83400
2025-06;3;8;93000
2025-06;3;9;97300
2025-06;3;12;120400
2025-06;3;14;90300
2025-06;3;15;95700
2025-06;3;17;107500
2025-06;3;18;112100
2025-06;3;20;511300
2025-06;3;21;557100
2025-06;3;23;647000
2025-06;3;24;448600
2025-06;4;1;85100
2025-06;4;2;89100
2025-06;4;4;102000
2025-06;4;5;110700
2025-06;4;7;83200
2025-06;4;8;88200
2025-06;4;11;103700
2025-06;4;13;112900
2025-06;4;14;123000
2025-06;4;16;143100
2025-06;4;17;99200
2025-06;4;19;465600
2025-06;4;20;493100
2025-06;4;22;534600
2025-06;4;23;555900
2025-06;4;25;651800
2025-06;5;1;80900
2025-06;5;3;91300
2025-06;5;4;95400
2025-06;5;6;104100
2025-06;5;7;113600
2025-06;5;10;91800
2025-06;5;12;102800
2025-06;5;13;108900
2025-06;5;15;118300
2025-06;5;16;123100
2025-06;5;18;144500
2025-06;5;19;652200
2025-06;5;21;476900
2025-06;5;22;502800
2025-06;5;24;553100
2025-06;5;25;574800
2025-06;6;2;122100
2025-06;6;3;84900
2025-06;6;5;95100
2025-06;6;6;101000
2025-06;6;9;114300
2025-06;6;11;134400
2025-06;6;12;144500
2025-06;6;14;105900
2025-06;6;15;111600
2025-06;6;17;123000
2025-06;6;18;127900
2025-06;6;20;606400
2025-06;6;21;653200
2025-06;6;23;484900
2025-06;6;24;511300
2025-06;7;1;102000
2025-06;7;2;106300
2025-06;7;4;125200
2025-06;7;5;134800
2025-06;7;8;104300
2025-06;7;10;115000
2025-06;7;11;119700
2025-06;7;13;135400
2025-06;7;14;145900
2025-06;7;16;108400
2025-06;7;17;114400
2025-06;7;19;534900
2025-06;7;20;555900
2025-06;7;22;599100
2025-06;7;23;650300
2025-06;7;25;750000
2025-06;8;1;97900
2025-06;8;3;108200
2025-06;8;4;112600
2025-06;8;7;137600
2025-06;8;9;102300
2025-06;8;10;108000
2025-06;8;12;120400
2025-06;8;13;125200
2025-06;8;15;135100
2025-06;8;16;146700
2025-06;8;18;169300
2025-06;8;19;491700
2025-06;8;21;545100
2025-06;8;22;575500
2025-06;8;24;619900
2025-06;9;2;97300
2025-06;9;3;102700
2025-06;9;6;119300
2025-06;9;8;128800
2025-06;9;9;140000
2025-06;9;11;161800
2025-06;9;12;111900
2025-06;9;14;124200
2025-06;9;15;131100
2025-06;9;17;141400
2025-06;9;18;146600
2025-06;9;20;718300
2025-06;9;21;769600
2025-06;9;23;559500
2025-06;10;1;123800
2025-06;10;2;134600
2025-06;10;5;107800
2025-06;10;7;119800
2025-06;10;8;126600
2025-06;10;10;136600
2025-06;10;11;141700
2025-06;10;13;165400
2025-06;10;14;177300
2025-06;10;16;129000
2025-06;10;17;135600
2025-06;10;19;623700
2025-06;10;20;646700
2025-06;10;22;726200
2025-06;10;25;576100
2025-06;11;1;123000
2025-06;11;4;137900
2025-06;11;6;161200
2025-06;11;7;172900
2025-06;11;9;125900
2025-06;11;10;132400
2025-06;11;12;145100
2025-06;11;13;150600
2025-06;11;15;169100
2025-06;11;16;181800
2025-06;11;18;134300
2025-06;11;19;593700
2025-06;11;21;657600
2025-06;11;24;731200
2025-06;11;25;791800
2025-06;12;3;130100
2025-06;12;5;142700
2025-06;12;6;148100
2025-06;12;8;166500
2025-06;12;9;179100
2025-06;12;11;132400
2025-06;12;12;139400
2025-06;12;14;154500
2025-06;12;15;160200
2025-06;12;17;172000
2025-06;12;18;186300
2025-06;12;20;1055800
2025-06;12;23;846100
2025-06;12;24;884300
2025-06;13;2;177000
2025-06;13;4;131000
2025-06;13;5;137900
2025-06;13;7;153000
2025-06;13;8;158800
2025-06;13;10;170500
2025-06;13;11;184800
2025-06;13;13;212400
2025-06;13;14;146500
2025-06;13;16;161800
2025-06;13;17;170500
2025-06;13;19;768800
2025-06;13;22;924000
2025-06;13;23;988000
2025-06;13;25;715400
2025-06;14;1;157400
2025-06;14;3;169200
2025-06;14;4;183500
2025-06;14;6;211100
2025-06;14;7;145600
2025-06;14;9;160900
2025-06;14;10;169700
2025-06;14;12;182200
2025-06;14;13;188600
2025-06;14;15;219200
2025-06;14;16;234400
2025-06;14;18;169900
2025-06;14;21;816300
2025-06;14;22;844800
2025-06;14;24;945100
2025-06;14;25;1013400
2025-06;15;2;159700
2025-06;15;3;168400
2025-06;15;5;180900
2025-06;15;6;187400
2025-06;15;8;217900
2025-06;15;9;233100
2025-06;15;11;169000
2025-06;15;12;177400
2025-06;15;14;193600
2025-06;15;15;200400
2025-06;15;17;224300
2025-06;15;20;744000
2025-06;15;21;781400
2025-06;15;23;862500
2025-06;15;24;892700
2025-07;1;1;81800
2025-07;1;3;62400
2025-07;1;4;66800
2025-07;1;6;76100
2025-07;1;7;80000
2025-07;1;9;88200
2025-07;1;10;96700
2025-07;1;13;79300
2025-07;1;15;89400
2025-07;1;16;95200
2025-07;1;18;104000
2025-07;1;19;456100
2025-07;1;21;539100
2025-07;1;22;581100
2025-07;1;24;427500
2025-07;1;25;451800
2025-07;2;2;80300
2025-07;2;3;88100
2025-07;2;5;104100
2025-07;2;6;72700
2025-07;2;8;82100
2025-07;2;9;87500
2025-07;2;12;100300
2025-07;2;14;118800
2025-07;2;15;128100
2025-07;2;17;94500
2025-07;2;18;100000
2025-07;2;20;465300
2025-07;2;21;485100
2025-07;2;23;550700
2025-07;2;24;594800
2025-07;3;1;74800
2025-07;3;2;79800
2025-07;3;4;87800
2025-07;3;5;91900
2025-07;3;7;109100
2025-07;3;8;117800
2025-07;3;11;92300
2025-07;3;13;102400
2025-07;3;14;106900
2025-07;3;16;121500
2025-07;3;17;131400
2025-07;3;19;412200
2025-07;3;20;436000
2025-07;3;22;487800
2025-07;3;23;508200
2025-07;3;25;550200
2025-07;4;1;107700
2025-07;4;3;79800
2025-07;4;4;84600
2025-07;4;6;94100
2025-07;4;7;98400
2025-07;4;10;121300
2025-07;4;12;90800
2025-07;4;13;96100
2025-07;4;15;107700
2025-07;4;16;112300
2025-07;4;18;121700
2025-07;4;19;556500
2025-07;4;21;645400
2025-07;4;22;447100
2025-07;4;24;497700
2025-07;4;25;526500
2025-07;5;2;103300
2025-07;5;3;111700
2025-07;5;5;83900
2025-07;5;6;88900
2025-07;5;9;104100
2025-07;5;11;113000
2025-07;5;12;123100
2025-07;5;14;143000
2025-07;5;15;99100
2025-07;5;17;110500
2025-07;5;18;117000
2025-07;5;20;531700
2025-07;5;21;552500
2025-07;5;23;647000
2025-07;5;24;694400
2025-07;6;1;92400
2025-07;6;2;96500
2025-07;6;4;105000
2025-07;6;5;114600
2025-07;6;8;92500
2025-07;6;10;103100
2025-07;6;11;109300
2025-07;6;13;118500
2025-07;6;14;123200
2025-07;6;16;144500
2025-07;6;17;155100
2025-07;6;19;475900
2025-07;6;20;501300
2025-07;6;22;550800
2025-07;6;23;572100
2025-07;6;25;644600
2025-07;7;1;86600
2025-07;7;3;96800
2025-07;7;4;102600
2025-07;7;7;115900
2025-07;7;9;136100
2025-07;7;10;146300
2025-07;7;12;107000
2025-07;7;13;112700
2025-07;7;15;124000
2025-07;7;16;128900
2025-07;7;18;145400
2025-07;7;19;657200
2025-07;7;21;487400
2025-07;7;22;513600
2025-07;7;24;570600
2025-07;8;2;129100
2025-07;8;3;138900
2025-07;8;6;107200
2025-07;8;8;118100
2025-07;8;9;122800
2025-07;8;11;138700
2025-07;8;12;149300
2025-07;8;14;110900
2025-07;8;15;116900
2025-07;8;17;130000
2025-07;8;18;135000
2025-07;8;20;610600
2025-07;8;21;662400
2025-07;8;23;763200
2025-07;9;1;113300
2025-07;9;2;117900
2025-07;9;5;143600
2025-07;9;7;106700
2025-07;9;8;112600
2025-07;9;10;125400
2025-07;9;11;130300
2025-07;9;13;140400
2025-07;9;14;152400
2025-07;9;16;175800
2025-07;9;17;121400
2025-07;9;19;565000
2025-07;9;20;596200
2025-07;9;22;641600
2025-07;9;25;774100
2025-07;10;1;109300
2025-07;10;4;126700
2025-07;10;6;136700
2025-07;10;7;148400
2025-07;10;9;171400
2025-07;10;10;118400
2025-07;10;12;131300
2025-07;10;13;138600
2025-07;10;15;149300
2025-07;10;16;154800
2025-07;10;18;180400
2025-07;10;19;811200
2025-07;10;21;589200
2025-07;10;24;676700
2025-07;10;25;701100
2025-07;11;3;116200
2025-07;11;5;128900
2025-07;11;6;136200
2025-07;11;8;146800
2025-07;11;9;152300
2025-07;11;11;177500
2025-07;11;12;190300
2025-07;11;14;138300
2025-07;11;15;145400
2025-07;11;17;159000
2025-07;11;18;164800
2025-07;11;20;929200
2025-07;11;23;772800
2025-07;11;24;806100
2025-07;12;2;150300
2025-07;12;4;175400
2025-07;12;5;188000
2025-07;12;7;136800
2025-07;12;8;143900
2025-07;12;10;157500
2025-07;12;11;163300
2025-07;12;13;183300
2025-07;12;14;196900
2025-07;12;16;145400
2025-07;12;17;153000
2025-07;12;19;711100
2025-07;12;22;789900
2025-07;12;23;855100
2025-07;12;25;981200
2025-07;13;1;142500
2025-07;13;3;156100
2025-07;13;4;161900
2025-07;13;6;181900
2025-07;13;7;195500
2025-07;13;9;144500
2025-07;13;10;152100
2025-07;13;12;168400
2025-07;13;13;174600
2025-07;13;15;187300
2025-07;13;16;202700
2025-07;13;18;232700
2025-07;13;21;743300
2025-07;13;22;782900
2025-07;13;24;839200
2025-07;13;25;867900
2025-07;14;2;143200
2025-07;14;3;150700
2025-07;14;5;167100
2025-07;14;6;173300
2025-07;14;8;186000
2025-07;14;9;201500
2025-07;14;11;231500
2025-07;14;12;159600
2025-07;14;14;176100
2025-07;14;15;185600
2025-07;14;17;199000
2025-07;14;20;1003800
2025-07;14;21;1072900
2025-07;14;23;776400
2025-07;14;24;814200
2025-07;15;1;183800
2025-07;15;2;199200
2025-07;15;4;229100
2025-07;15;5;158000
2025-07;15;7;174500
2025-07;15;8;183900
2025-07;15;10;197400
2025-07;15;11;204200
2025-07;15;13;237200
2025-07;15;14;253500
2025-07;15;16;183600
2025-07;15;19;881700
2025-07;15;20;912200
2025-07;15;22;1020000
2025-07;15;23;1093500
2025-07;15;25;804300
2025-08;1;2;71200
2025-08;1;3;75000
2025-08;1;5;86700
2025-08;1;6;94400
2025-08;1;8;71500
2025-08;1;9;76200
2025-08;1;12;90300
2025-08;1;14;98900
2025-08;1;15;108200
2025-08;1;17;126500
2025-08;1;18;88000
2025-08;1;20;414600
2025-08;1;21;440300
2025-08;1;23;479400
2025-08;1;24;499500
2025-08;2;1;64800
2025-08;2;2;69200
2025-08;2;4;78600
2025-08;2;5;82500
2025-08;2;7;90500
2025-08;2;8;99100
2025-08;2;11;80900
2025-08;2;13;91000
2025-08;2;14;96700
2025-08;2;16;105600
2025-08;2;17;110000
2025-08;2;19;545100
2025-08;2;20;587000
2025-08;2;22;431100
2025-08;2;23;455200
2025-08;2;25;502700
2025-08;3;1;90300
2025-08;3;3;106100
2025-08;3;4;74000
2025-08;3;6;83400
2025-08;3;7;88800
2025-08;3;10;101400
2025-08;3;12;119700
2025-08;3;13;129200
2025-08;3;15;95000
2025-08;3;16;100300
2025-08;3;18;111000
2025-08;3;19;485800
2025-08;3;21;550600
2025-08;3;22;594000
2025-08;3;24;442500
2025-08;3;25;467400
2025-08;4;2;89100
2025-08;4;3;93100
2025-08;4;5;110300
2025-08;4;6;119100
2025-08;4;9;92800
2025-08;4;11;102800
2025-08;4;12;107200
2025-08;4;14;121700
2025-08;4;15;131400
2025-08;4;17;98000
2025-08;4;18;103600
2025-08;4;20;486100
2025-08;4;21;506100
2025-08;4;23;547100
2025-08;4;24;594700
2025-08;5;1;81100
2025-08;5;2;85800
2025-08;5;4;95300
2025-08;5;5;99600
2025-08;5;8;122300
2025-08;5;10;91400
2025-08;5;11;96700
2025-08;5;13;108200
2025-08;5;14;112600
2025-08;5;16;122000
2025-08;5;17;132600
2025-08;5;19;645100
2025-08;5;20;446600
2025-08;5;22;496500
2025-08;5;23;525000
2025-08;5;25;566900
2025-08;6;1;114200
2025-08;6;3;85600
2025-08;6;4;90600
2025-08;6;7;105800
2025-08;6;9;114600
2025-08;6;10;124900
2025-08;6;12;144800
2025-08;6;13;100300
2025-08;6;15;111600
2025-08;6;16;118000
2025-08;6;18;127700
2025-08;6;19;556800
2025-08;6;21;651200
2025-08;6;22;698500
2025-08;6;24;509100
2025-08;7;2;108600
2025-08;7;3;118300
2025-08;7;6;95200
2025-08;7;8;106100
2025-08;7;9;112300
2025-08;7;11;121600
2025-08;7;12;126300
2025-08;7;14;147900
2025-08;7;15;158800
2025-08;7;17;115800
2025-08;7;18;121900
2025-08;7;20;562200
2025-08;7;21;583500
2025-08;7;23;656800
2025-08;8;1;101600
2025-08;8;2;107700
2025-08;8;5;121300
2025-08;8;7;142200
2025-08;8;8;152700
2025-08;8;10;111500
2025-08;8;11;117600
2025-08;8;13;129200
2025-08;8;14;134100
2025-08;8;16;151100
2025-08;8;17;162600
2025-08;8;19;505800
2025-08;8;20;532700
2025-08;8;22;591300
2025-08;8;25;659500
2025-08;9;1;148100
2025-08;9;4;114100
2025-08;9;6;125500
2025-08;9;7;130500
2025-08;9;9;147100
2025-08;9;10;158300
2025-08;9;12;117400
2025-08;9;13;123700
2025-08;9;15;137400
2025-08;9;16;142700
2025-08;9;18;153500
2025-08;9;19;699100
2025-08;9;21;804800
2025-08;9;24;614300
2025-08;9;25;647700
2025-08;10;3;155100
2025-08;10;5;115200
2025-08;10;6;121400
2025-08;10;8;135000
2025-08;10;9;140200
2025-08;10;11;150900
2025-08;10;12;163700
2025-08;10;14;188600
2025-08;10;15;130300
2025-08;10;17;144200
2025-08;10;18;152100
2025-08;10;20;835000
2025-08;10;23;980800
2025-08;10;24;1040400
2025-08;11;2;138200
2025-08;11;4;148900
2025-08;11;5;161600
2025-08;11;7;186500
2025-08;11;8;128800
2025-08;11;10;142700
2025-08;11;11;150500
2025-08;11;13;162000
2025-08;11;14;167800
2025-08;11;16;195400
2025-08;11;17;209300
2025-08;11;19;637800
2025-08;11;22;731700
2025-08;11;23;757900
2025-08;11;25;849200
2025-08;12;1;127400
2025-08;12;3;141300
2025-08;12;4;149100
2025-08;12;6;160500
2025-08;12;7;166500
2025-08;12;9;194000
2025-08;12;10;207800
2025-08;12;12;150900
2025-08;12;13;158500
2025-08;12;15;173200
2025-08;12;16;179500
2025-08;12;18;201300
2025-08;12;21;669300
2025-08;12;22;703500
2025-08;12;24;777600
2025-08;12;25;805400
2025-08;13;2;192100
2025-08;13;3;205800
2025-08;13;5;149600
2025-08;13;6;157200
2025-08;13;8;171900
2025-08;13;9;178200
2025-08;13;11;199900
2025-08;13;12;214700
2025-08;13;14;158500
2025-08;13;15;166600
2025-08;13;17;184300
2025-08;13;20;858900
2025-08;13;21;929500
2025-08;13;23;1065800
2025-08;13;24;734400
2025-08;14;1;169800
2025-08;14;2;176100
2025-08;14;4;197700
2025-08;14;5;212400
2025-08;14;7;156900
2025-08;14;8;164900
2025-08;14;10;182600
2025-08;14;11;189100
2025-08;14;13;202700
2025-08;14;14;219500
2025-08;14;16;251900
2025-08;14;19;803500
2025-08;14;20;846000
2025-08;14;22;906400
2025-08;14;23;937100
2025-08;14;25;1086600
2025-08;15;1;162200
2025-08;15;3;179600
2025-08;15;4;186200
2025-08;15;6;199700
2025-08;15;7;216300
2025-08;15;9;248200
2025-08;15;10;171100
2025-08;15;12;188800
2025-08;15;13;198900
2025-08;15;15;213100
2025-08;15;18;255600
2025-08;15;19;1147400
2025-08;15;21;829900
2025-08;15;22;870100
2025-08;15;24;947400
2025-08;15;25;979700
2025-09;1;1;83700
2025-09;1;2;91000
2025-09;1;4;67900
2025-09;1;5;72400
2025-09;1;7;81200
2025-09;1;8;85100
2025-09;1;11;105900
2025-09;1;13;79800
2025-09;1;14;84800
2025-09;1;16;95400
2025-09;1;17;99800
2025-09;1;19;456500
2025-09;1;20;498100
2025-09;1;22;580100
2025-09;1;23;402700
2025-09;1;25;450100
2025-09;2;1;77200
2025-09;2;3;88800
2025-09;2;4;96500
2025-09;2;6;72900
2025-09;2;7;77500
2025-09;2;10;91600
2025-09;2;12;100000
2025-09;2;13;109200
2025-09;2;15;127500
2025-09;2;16;88600
2025-09;2;18;99100
2025-09;2;19;441900
2025-09;2;21;480300
2025-09;2;22;500000
2025-09;2;24;587600
2025-09;2;25;631900
2025-09;3;2;80100
2025-09;3;3;83900
2025-09;3;5;91900
2025-09;3;6;100500
2025-09;3;9;81700
2025-09;3;11;91600
2025-09;3;12;97300
2025-09;3;14;106000
2025-09;3;15;110400
2025-09;3;17;129900
2025-09;3;18;139900
2025-09;3;20;430500
2025-09;3;21;454200
2025-09;3;23;500800
2025-09;3;24;521000
2025-09;4;1;108200
2025-09;4;2;75400
2025-09;4;4;84700
2025-09;4;5;90100
2025-09;4;8;102500
2025-09;4;10;120900
2025-09;4;11;130200
2025-09;4;13;95600
2025-09;4;14;100900
2025-09;4;16;111400
2025-09;4;17;116000
2025-09;4;19;551300
2025-09;4;20;594400
2025-09;4;22;442100
2025-09;4;23;466700
2025-09;4;25;519900
2025-09;5;1;95500
2025-09;5;3;112800
2025-09;5;4;121600
2025-09;5;7;94600
2025-09;5;9;104600
2025-09;5;10;108900
2025-09;5;12;123400
2025-09;5;13;133300
2025-09;5;15;99200
2025-09;5;16;104800
2025-09;5;18;116900
2025-09;5;19;510800
2025-09;5;21;551600
2025-09;5;22;599200
2025-09;5;24;692200
2025-09;6;2;98800
2025-09;6;3;103000
2025-09;6;6;126300
2025-09;6;8;94200
2025-09;6;9;99500
2025-09;6;11;111200
2025-09;6;12;115700
2025-09;6;14;125100
2025-09;6;15;136000
2025-09;6;17;157200
2025-09;6;18;108800
2025-09;6;20;507400
2025-09;6;21;536200
2025-09;6;23;578400
2025-09;7;1;90000
2025-09;7;2;95200
2025-09;7;5;110900
2025-09;7;7;120100
2025-09;7;8;130600
2025-09;7;10;151200
2025-09;7;11;104700
2025-09;7;13;116400
2025-09;7;14;123100
2025-09;7;16;132900
2025-09;7;17;137900
2025-09;7;19;676800
2025-09;7;20;725600
2025-09;7;22;528200
2025-09;7;25;608600
2025-09;8;1;126300
2025-09;8;4;101500
2025-09;8;6;112900
2025-09;8;7;119500
2025-09;8;9;129100
2025-09;8;10;134200
2025-09;8;12;156800
2025-09;8;13;168300
2025-09;8;15;122600
2025-09;8;16;129000
2025-09;8;18;141500
2025-09;8;19;616600
2025-09;8;21;693300
2025-09;8;24;551100
2025-09;8;25;580000
2025-09;9;3;131300
2025-09;9;5;153600
2025-09;9;6;164900
2025-09;9;8;120300
2025-09;9;9;126600
2025-09;9;11;139000
2025-09;9;12;144200
2025-09;9;14;162400
2025-09;9;15;174600
2025-09;9;17;129300
2025-09;9;18;136000
2025-09;9;20;777400
2025-09;9;23;854600
2025-09;9;24;915200
2025-09;10;2;124600
2025-09;10;4;137000
2025-09;10;5;142300
2025-09;10;7;160300
2025-09;10;8;172400
2025-09;10;10;127700
2025-09;10;11;134500
2025-09;10;13;149300
2025-09;10;14;154900
2025-09;10;16;166600
2025-09;10;17;180500
2025-09;10;19;872000
2025-09;10;22;664900
2025-09;10;23;700800
2025-09;10;25;752500
2025-09;11;1;170300
2025-09;11;3;126200
2025-09;11;4;133100
2025-09;11;6;147800
2025-09;11;7;153500
2025-09;11;9;165100
2025-09;11;10;179000
2025-09;11;12;206100
2025-09;11;13;142200
2025-09;11;15;157300
2025-09;11;16;165900
2025-09;11;18;178200
2025-09;11;21;900900
2025-09;11;22;963800
2025-09;11;24;698500
2025-09;11;25;733100
2025-09;12;2;163200
2025-09;12;3;177100
2025-09;12;5;204100
2025-09;12;6;141000
2025-09;12;8;156000
2025-09;12;9;164500
2025-09;12;11;176900
2025-09;12;12;183200
2025-09;12;14;213100
2025-09;12;15;228100
2025-09;12;17;165400
2025-09;12;20;796300
2025-09;12;21;824500
2025-09;12;23;923200
2025-09;12;24;990400
2025-09;13;1;153800
2025-09;13;2;162400
2025-09;13;4;174700
2025-09;13;5;181000
2025-09;13;7;210700
2025-09;13;8;225500
2025-09;13;10;163700
2025-09;13;11;172000
2025-09;13;13;187900
2025-09;13;14;194500
2025-09;13;16;218000
2025-09;13;19;724000
2025-09;13;20;760800
2025-09;13;22;840500
2025-09;13;23;870200
2025-09;13;25;931100
2025-09;14;1;221600
2025-09;14;3;160900
2025-09;14;4;169100
2025-09;14;6;184900
2025-09;14;7;191500
2025-09;14;9;214700
2025-09;14;10;230500
2025-09;14;12;169900
2025-09;14;13;178600
2025-09;14;15;197500
2025-09;14;18;218900
2025-09;14;19;994800
2025-09;14;21;1140000
2025-09;14;22;785300
2025-09;14;24;864600
2025-09;14;25;909900
2025-09;15;2;209700
2025-09;15;3;225100
2025-09;15;5;166200
2025-09;15;6;174700
2025-09;15;8;193200
2025-09;15;9;200200
2025-09;15;11;214400
2025-09;15;12;232100
2025-09;15;14;266100
2025-09;15;17;202000
2025-09;15;18;212600
2025-09;15;20;956000
2025-09;15;21;988300
2025-09;15;23;1145300
2025-09;15;24;1223200
2025-10;1;1;68700
2025-10;1;3;75900
2025-10;1;4;79600
2025-10;1;6;95100
2025-10;1;7;102900
2025-10;1;10;81100
2025-10;1;12;90300
2025-10;1;13;94500
2025-10;1;15;107900
2025-10;1;16;116700
2025-10;1;18;87500
2025-10;1;19;389200
2025-10;1;21;436700
2025-10;1;22;455600
2025-10;1;24;494500
2025-10;1;25;538500
2025-10;2;2;69600
2025-10;2;3;73900
2025-10;2;5;82700
2025-10;2;6;86600
2025-10;2;9;107300
2025-10;2;11;80600
2025-10;2;12;85500
2025-10;2;14;96100
2025-10;2;15;100300
2025-10;2;17;109100
2025-10;2;18;118900
2025-10;2;20;580600
2025-10;2;21;402700
2025-10;2;23;449400
2025-10;2;24;475900
2025-10;3;1;90900
2025-10;3;2;98800
2025-10;3;4;74300
2025-10;3;5;78900
2025-10;3;8;92900
2025-10;3;10;101300
2025-10;3;11;110400
2025-10;3;13;128600
2025-10;3;14;89300
2025-10;3;16;99800
2025-10;3;17;105700
2025-10;3;19;482000
2025-10;3;20;501400
2025-10;3;22;588300
2025-10;3;23;632100
2025-10;3;25;462100
2025-10;4;1;86400
2025-10;4;3;94300
2025-10;4;4;102900
2025-10;4;7;83500
2025-10;4;9;93500
2025-10;4;10;99100
2025-10;4;12;107700
2025-10;4;13;112100
2025-10;4;15;131900
2025-10;4;16;141800
2025-10;4;18;103700
2025-10;4;19;459400
2025-10;4;21;505800
2025-10;4;22;525800
2025-10;4;24;593500
2025-10;5;2;88100
2025-10;5;3;93500
2025-10;5;6;106100
2025-10;5;8;124800
2025-10;5;9;134300
2025-10;5;11;98500
2025-10;5;12;103900
2025-10;5;14;114500
2025-10;5;15;119100
2025-10;5;17;134600
2025-10;5;18;145100
2025-10;5;20;452600
2025-10;5;21;477500
2025-10;5;23;531400
2025-10;6;1;119000
2025-10;6;2;128100
2025-10;6;5;99400
2025-10;6;7;109700
2025-10;6;8;114200
2025-10;6;10;129200
2025-10;6;11;139300
2025-10;6;13;103600
2025-10;6;14;109400
2025-10;6;16;121900
2025-10;6;17;126800
2025-10;6;19;574000
2025-10;6;20;623300
2025-10;6;22;719200
2025-10;6;25;550800
2025-10;7;1;110300
2025-10;7;4;134800
2025-10;7;6;100400
2025-10;7;7;106100
2025-10;7;9;118300
2025-10;7;10;123100
2025-10;7;12;132900
2025-10;7;13;144400
2025-10;7;15;166700
2025-10;7;16;115300
2025-10;7;18;127900
2025-10;7;19;567400
2025-10;7;21;611400
2025-10;7;24;739200
2025-10;7;25;791900
2025-10;8;3;120200
2025-10;8;5;129900
2025-10;8;6;141200
2025-10;8;8;163300
2025-10;8;9;113000
2025-10;8;11;125500
2025-10;8;12;132600
2025-10;8;14;143000
2025-10;8;15;148400
2025-10;8;17;173100
2025-10;8;18;185600
2025-10;8;20;706100
2025-10;8;23;796400
2025-10;8;24;822000
2025-10;9;2;111000
2025-10;9;4;123500
2025-10;9;5;130600
2025-10;9;7;141000
2025-10;9;8;146300
2025-10;9;10;170900
2025-10;9;11;183200
2025-10;9;13;133400
2025-10;9;14;140300
2025-10;9;16;153700
2025-10;9;17;159400
2025-10;9;19;752200
2025-10;9;22;597100
2025-10;9;23;628200
2025-10;9;25;695600
2025-10;10;1;144300
2025-10;10;3;168700
2025-10;10;4;181100
2025-10;10;6;131900
2025-10;10;7;138800
2025-10;10;9;152200
2025-10;10;10;157900
2025-10;10;12;177500
2025-10;10;13;190900
2025-10;10;15;141100
2025-10;10;16;148600
2025-10;10;18;164600
2025-10;10;21;769100
2025-10;10;22;833200
2025-10;10;24;957000
2025-10;10;25;659900
2025-10;11;2;150300
2025-10;11;3;156100
2025-10;11;5;175600
2025-10;11;6;188900
2025-10;11;8;139800
2025-10;11;9;147100
2025-10;11;11;163200
2025-10;11;12;169200
2025-10;11;14;181800
2025-10;11;15;197000
2025-10;11;17;226400
2025-10;11;20;724100
2025-10;11;21;763000
2025-10;11;23;818700
2025-10;11;24;847100
2025-10;12;1;137700
2025-10;12;2;145100
2025-10;12;4;161000
2025-10;12;5;167100
2025-10;12;7;179500
2025-10;12;8;194700
2025-10;12;10;223900
2025-10;12;11;154500
2025-10;12;13;170700
2025-10;12;14;179900
2025-10;12;16;193200
2025-10;12;19;975600
2025-10;12;20;1043300
2025-10;12;22;755700
2025-10;12;23;792800
2025-10;12;25;864600
2025-10;13;1;191000
2025-10;13;3;219900
2025-10;13;4;151800
2025-10;13;6;167800
2025-10;13;7;176900
2025-10;13;9;190000
2025-10;13;10;196800
2025-10;13;12;228800
2025-10;13;13;244800
2025-10;13;15;177400
2025-10;13;18;203100
2025-10;13;19;883000
2025-10;13;21;988300
2025-10;13;22;1059900
2025-10;13;24;780300
2025-10;13;25;819500
2025-10;14;2;185500
2025-10;14;3;192100
2025-10;14;5;223500
2025-10;14;6;239100
2025-10;14;8;173500
2025-10;14;9;182100
2025-10;14;11;198800
2025-10;14;12;205800
2025-10;14;14;230500
2025-10;14;17;182100
2025-10;14;18;191400
2025-10;14;20;887200
2025-10;14;21;918400
2025-10;14;23;982100
2025-10;14;24;1062000
2025-10;15;1;168100
2025-10;15;2;176500
2025-10;15;4;192800
2025-10;15;5;199700
2025-10;15;7;223800
2025-10;15;8;240100
2025-10;15;10;177000
2025-10;15;11;186000
2025-10;15;13;205400
2025-10;15;16;227600
2025-10;15;17;246200
2025-10;15;19;1184100
2025-10;15;20;815500
2025-10;15;22;897400
2025-10;15;23;944100
2025-10;15;25;1009900
2025-11;1;2;92000
2025-11;1;3;64200
2025-11;1;5;72800
2025-11;1;6;77700
2025-11;1;9;89200
2025-11;1;11;105800
2025-11;1;12;114300
2025-11;1;14;84400
2025-11;1;15;89300
2025-11;1;17;99100
2025-11;1;18;103400
2025-11;1;20;493600
2025-11;1;21;533200
2025-11;1;23;398200
2025-11;1;24;421100
2025-11;2;1;78000
2025-11;2;2;81800
2025-11;2;4;97200
2025-11;2;5;105200
2025-11;2;8;82500
2025-11;2;10;91700
2025-11;2;11;95800
2025-11;2;13;109100
2025-11;2;14;117900
2025-11;2;16;88200
2025-11;2;17;93300
2025-11;2;19;439200
2025-11;2;20;457800
2025-11;2;22;496100
2025-11;2;23;539800
